,InvoiceDate,item_sku,Quantity,TotalPrice,Week,Weekday,Day,UnitPrice
934,2011-06-23,84879,48,81.12,25,3,23,1.6900000000000002
935,2011-06-24,21137,8,30.0,25,4,24,3.75
936,2011-06-24,22386,50,104.0,25,4,24,2.08
937,2011-06-24,22423,21,238.95,25,4,24,11.378571428571428
938,2011-06-24,23084,84,153.84,25,4,24,1.8314285714285714
939,2011-06-24,23298,12,59.400000000000006,25,4,24,4.95
940,2011-06-24,47566,86,385.70000000000005,25,4,24,4.484883720930233
941,2011-06-24,84879,56,94.64,25,4,24,1.69
942,2011-06-26,22386,10,20.8,25,6,26,2.08
943,2011-06-26,22423,20,255.0,25,6,26,12.75
944,2011-06-26,23084,33,61.68,25,6,26,1.8690909090909091
945,2011-06-26,23166,2,2.5,25,6,26,1.25
946,2011-06-26,23298,9,44.550000000000004,25,6,26,4.95
947,2011-06-26,79321,4,23.0,25,6,26,5.75
948,2011-06-27,21137,120,406.8,26,0,27,3.39
949,2011-06-27,22386,110,194.8,26,0,27,1.770909090909091
950,2011-06-27,22423,4,51.0,26,0,27,12.75
951,2011-06-27,23084,14,29.12,26,0,27,2.08
952,2011-06-27,23166,4,5.0,26,0,27,1.25
953,2011-06-27,23298,21,103.95,26,0,27,4.95
954,2011-06-27,47566,14,69.3,26,0,27,4.95
955,2011-06-27,79321,51,254.85000000000002,26,0,27,4.997058823529412
956,2011-06-27,84879,60,101.39999999999999,26,0,27,1.69
957,2011-06-28,22086,320,816.0,26,1,28,2.55
958,2011-06-28,22386,110,199.8,26,1,28,1.8163636363636364
959,2011-06-28,22423,8,102.0,26,1,28,12.75
960,2011-06-28,23298,46,227.70000000000002,26,1,28,4.95
961,2011-06-28,47566,22,108.9,26,1,28,4.95
962,2011-06-28,79321,56,283.6,26,1,28,5.064285714285715
963,2011-06-28,84879,40,67.6,26,1,28,1.69
964,2011-06-29,22086,11,32.45,26,2,29,2.95
965,2011-06-29,22386,40,83.2,26,2,29,2.08
966,2011-06-29,22423,2,25.5,26,2,29,12.75
967,2011-06-29,23084,24,42.96,26,2,29,1.79
968,2011-06-29,23298,5,24.75,26,2,29,4.95
969,2011-06-29,47566,31,153.45,26,2,29,4.949999999999999
970,2011-06-29,84879,96,162.23999999999998,26,2,29,1.6899999999999997
971,2011-06-30,21137,40,141.36,26,3,30,3.5340000000000003
972,2011-06-30,22386,130,237.4,26,3,30,1.8261538461538462
973,2011-06-30,22423,13,165.75,26,3,30,12.75
974,2011-06-30,23084,94,170.0,26,3,30,1.8085106382978724
975,2011-06-30,23166,3,3.75,26,3,30,1.25
976,2011-06-30,23298,56,277.20000000000005,26,3,30,4.950000000000001
977,2011-06-30,47566,73,361.35,26,3,30,4.95
978,2011-06-30,79321,3,17.25,26,3,30,5.75
979,2011-06-30,84879,56,94.64,26,3,30,1.69
980,2011-07-01,21137,76,259.08000000000004,26,4,1,3.408947368421053
981,2011-07-01,22386,35,72.8,26,4,1,2.08
982,2011-07-01,22423,23,264.45,26,4,1,11.497826086956522
983,2011-07-01,23084,6,12.48,26,4,1,2.08
984,2011-07-01,23298,15,74.25,26,4,1,4.95
985,2011-07-01,47566,24,118.80000000000001,26,4,1,4.95
986,2011-07-01,84879,16,27.04,26,4,1,1.69
987,2011-07-03,22086,30,88.50000000000001,26,6,3,2.9500000000000006
988,2011-07-03,22386,4,8.32,26,6,3,2.08
989,2011-07-03,22423,22,251.7,26,6,3,11.44090909090909
990,2011-07-03,23084,3,6.24,26,6,3,2.08
991,2011-07-03,23298,25,123.75000000000001,26,6,3,4.95
992,2011-07-03,47566,24,118.80000000000001,26,6,3,4.95
993,2011-07-04,21137,2,7.5,27,0,4,3.75
994,2011-07-04,22423,14,178.5,27,0,4,12.75
995,2011-07-04,23084,72,128.88,27,0,4,1.79
996,2011-07-04,23166,3,3.75,27,0,4,1.25
997,2011-07-04,23298,21,103.95000000000002,27,0,4,4.950000000000001
998,2011-07-04,47566,59,252.05,27,0,4,4.272033898305085
999,2011-07-04,84879,24,40.56,27,0,4,1.6900000000000002
1000,2011-07-05,21137,20,75.0,27,1,5,3.75
1001,2011-07-05,22086,18,53.10000000000001,27,1,5,2.9500000000000006
1002,2011-07-05,22386,30,62.400000000000006,27,1,5,2.08
1003,2011-07-05,22423,15,191.25,27,1,5,12.75
1004,2011-07-05,23166,48,49.92,27,1,5,1.04
1005,2011-07-05,23298,115,489.25000000000006,27,1,5,4.254347826086957
1006,2011-07-05,47566,193,875.3500000000001,27,1,5,4.535492227979275
1007,2011-07-05,84879,92,155.48,27,1,5,1.69
1008,2011-07-06,21137,5,18.75,27,2,6,3.75
1009,2011-07-06,22386,12,24.96,27,2,6,2.08
1010,2011-07-06,22423,24,277.2,27,2,6,11.549999999999999
1011,2011-07-06,23084,21,43.68,27,2,6,2.08
1012,2011-07-06,23166,24,30.0,27,2,6,1.25
1013,2011-07-06,23298,55,272.25,27,2,6,4.95
1014,2011-07-06,47566,30,148.5,27,2,6,4.95
1015,2011-07-06,79321,3,17.25,27,2,6,5.75
1016,2011-07-06,84879,128,216.32,27,2,6,1.69
1017,2011-07-07,22386,212,382.96000000000004,27,3,7,1.8064150943396229
1018,2011-07-07,22423,29,340.95,27,3,7,11.756896551724138
1019,2011-07-07,23298,113,519.35,27,3,7,4.596017699115045
1020,2011-07-07,47566,291,1240.45,27,3,7,4.262714776632302
1021,2011-07-07,79321,8,46.0,27,3,7,5.75
1022,2011-07-07,84879,120,202.8,27,3,7,1.6900000000000002
1023,2011-07-08,21137,48,162.72,27,4,8,3.39
1024,2011-07-08,22386,142,266.36,27,4,8,1.875774647887324
1025,2011-07-08,22423,10,127.5,27,4,8,12.75
1026,2011-07-08,23298,12,59.400000000000006,27,4,8,4.95
1027,2011-07-08,47566,190,820.5,27,4,8,4.318421052631579
1028,2011-07-08,84879,64,108.16,27,4,8,1.69
1029,2011-07-10,21137,12,45.0,27,6,10,3.75
1030,2011-07-10,23084,14,29.12,27,6,10,2.08
1031,2011-07-10,23298,7,34.650000000000006,27,6,10,4.950000000000001
1032,2011-07-10,47566,2,9.9,27,6,10,4.95
1033,2011-07-10,79321,2,11.5,27,6,10,5.75
1034,2011-07-10,84879,16,27.04,27,6,10,1.69
1035,2011-07-11,22386,10,20.8,28,0,11,2.08
1036,2011-07-11,22423,14,178.5,28,0,11,12.75
1037,2011-07-11,23166,2,2.5,28,0,11,1.25
1038,2011-07-11,23298,70,306.50000000000006,28,0,11,4.378571428571429
1039,2011-07-11,47566,134,583.3000000000001,28,0,11,4.352985074626866
1040,2011-07-11,79321,6,34.5,28,0,11,5.75
1041,2011-07-11,84879,119,201.10999999999999,28,0,11,1.69
1042,2011-07-12,22386,104,187.32,28,1,12,1.801153846153846
1043,2011-07-12,22423,35,388.65,28,1,12,11.104285714285714
1044,2011-07-12,23166,16,20.0,28,1,12,1.25
1045,2011-07-12,23298,7,34.650000000000006,28,1,12,4.950000000000001
1046,2011-07-12,47566,16,79.2,28,1,12,4.95
1047,2011-07-12,79321,2,11.5,28,1,12,5.75
1048,2011-07-12,84879,8,13.52,28,1,12,1.69
1049,2011-07-13,21137,72,244.07999999999998,28,2,13,3.3899999999999997
1050,2011-07-13,22386,44,91.52000000000001,28,2,13,2.08
1051,2011-07-13,22423,2,25.5,28,2,13,12.75
1052,2011-07-13,23084,120,214.8,28,2,13,1.79
1053,2011-07-13,23166,60,64.92,28,2,13,1.082
1054,2011-07-13,23298,32,158.4,28,2,13,4.95
1055,2011-07-13,47566,28,138.6,28,2,13,4.95
1056,2011-07-13,84879,82,138.57999999999998,28,2,13,1.6899999999999997
1057,2011-07-14,21137,4,15.0,28,3,14,3.75
1058,2011-07-14,22086,12,35.400000000000006,28,3,14,2.9500000000000006
1059,2011-07-14,22386,11,22.880000000000003,28,3,14,2.08
1061,2011-07-14,23298,54,267.3,28,3,14,4.95
1062,2011-07-14,47566,57,282.15000000000003,28,3,14,4.95
1063,2011-07-14,79321,2,11.5,28,3,14,5.75
1064,2011-07-14,84879,64,108.15999999999998,28,3,14,1.6899999999999997
1065,2011-07-15,21137,24,81.36,28,4,15,3.39
1066,2011-07-15,22086,1,2.95,28,4,15,2.95
1067,2011-07-15,22386,12,24.96,28,4,15,2.08
1068,2011-07-15,22423,7,89.25,28,4,15,12.75
1069,2011-07-15,23166,12,15.0,28,4,15,1.25
1070,2011-07-15,23298,18,89.10000000000001,28,4,15,4.95
1071,2011-07-15,47566,74,326.3,28,4,15,4.40945945945946
1072,2011-07-15,79321,12,69.0,28,4,15,5.75
1073,2011-07-15,84879,16,27.04,28,4,15,1.69
1074,2011-07-17,22386,115,210.20000000000002,28,6,17,1.827826086956522
1075,2011-07-17,22423,11,140.25,28,6,17,12.75
1076,2011-07-17,23298,36,178.20000000000002,28,6,17,4.95
1077,2011-07-17,47566,17,84.15,28,6,17,4.95
1078,2011-07-17,79321,4,23.0,28,6,17,5.75
1079,2011-07-17,84879,73,123.37,28,6,17,1.6900000000000002
1080,2011-07-18,22086,18,53.1,29,0,18,2.95
1081,2011-07-18,22386,25,52.0,29,0,18,2.08
1082,2011-07-18,22423,20,226.2,29,0,18,11.309999999999999
1083,2011-07-18,23298,38,188.10000000000002,29,0,18,4.95
1084,2011-07-18,47566,86,385.70000000000005,29,0,18,4.484883720930233
1085,2011-07-18,79321,4,23.0,29,0,18,5.75
1086,2011-07-18,84879,74,125.06,29,0,18,1.69
1087,2011-07-19,21137,1,3.75,29,1,19,3.75
1088,2011-07-19,22386,140,253.5,29,1,19,1.8107142857142857
1089,2011-07-19,22423,49,556.3499999999999,29,1,19,11.35408163265306
1090,2011-07-19,23166,1,1.25,29,1,19,1.25
1092,2011-07-19,47566,235,1057.65,29,1,19,4.5006382978723405
1093,2011-07-19,79321,12,59.400000000000006,29,1,19,4.95
1094,2011-07-19,84879,134,226.45999999999998,29,1,19,1.69
1095,2011-07-20,21137,72,244.07999999999998,29,2,20,3.3899999999999997
1096,2011-07-20,22086,1,2.95,29,2,20,2.95
1097,2011-07-20,22386,25,52.0,29,2,20,2.08
1098,2011-07-20,22423,25,289.95,29,2,20,11.597999999999999
1099,2011-07-20,23298,180,771.0,29,2,20,4.283333333333333
1100,2011-07-20,47566,245,1044.75,29,2,20,4.264285714285714
1101,2011-07-20,79321,61,312.35,29,2,20,5.120491803278689
1102,2011-07-20,84879,18,30.419999999999998,29,2,20,1.69
1103,2011-07-21,22086,6,17.700000000000003,29,3,21,2.9500000000000006
1104,2011-07-21,22386,40,83.2,29,3,21,2.08
1105,2011-07-21,22423,96,1080.0,29,3,21,11.25
1106,2011-07-21,23166,48,49.92,29,3,21,1.04
1107,2011-07-21,23298,71,311.45000000000005,29,3,21,4.38661971830986
1108,2011-07-21,47566,136,608.2,29,3,21,4.472058823529412
1109,2011-07-21,79321,24,118.80000000000001,29,3,21,4.95
1110,2011-07-21,84879,160,270.4,29,3,21,1.69
1111,2011-07-22,21137,108,370.44,29,4,22,3.43
1112,2011-07-22,22386,22,45.760000000000005,29,4,22,2.08
1113,2011-07-22,22423,81,903.15,29,4,22,11.15
1114,2011-07-22,23298,29,143.55,29,4,22,4.95
1115,2011-07-22,47566,68,296.6,29,4,22,4.361764705882353
1116,2011-07-22,79321,24,118.80000000000001,29,4,22,4.95
1117,2011-07-22,84879,56,94.64,29,4,22,1.69
1118,2011-07-24,21137,72,244.08,29,6,24,3.39
1119,2011-07-24,22086,2,5.9,29,6,24,2.95
1120,2011-07-24,22386,32,66.56,29,6,24,2.08
1121,2011-07-24,22423,53,589.3499999999999,29,6,24,11.119811320754716
1122,2011-07-24,23166,144,149.76,29,6,24,1.04
1123,2011-07-24,23298,28,138.60000000000002,29,6,24,4.950000000000001
1124,2011-07-24,47566,28,138.6,29,6,24,4.95
1125,2011-07-24,84879,69,116.61,29,6,24,1.69
1126,2011-07-25,22386,40,83.2,30,0,25,2.08
1127,2011-07-25,22423,18,200.7,30,0,25,11.149999999999999
1128,2011-07-25,23298,32,158.4,30,0,25,4.95
1129,2011-07-25,47566,24,118.80000000000001,30,0,25,4.95
1130,2011-07-25,79321,3,17.25,30,0,25,5.75
1131,2011-07-25,84879,104,175.76,30,0,25,1.69
1132,2011-07-26,21137,28,96.36,30,1,26,3.4414285714285713
1133,2011-07-26,22086,22,64.9,30,1,26,2.95
1134,2011-07-26,22386,3,6.24,30,1,26,2.08
1135,2011-07-26,22423,13,165.75,30,1,26,12.75
1136,2011-07-26,23298,19,94.05000000000001,30,1,26,4.95
1137,2011-07-26,47566,49,242.55,30,1,26,4.95
1138,2011-07-26,79321,24,118.80000000000001,30,1,26,4.95
1139,2011-07-26,84879,16,27.04,30,1,26,1.69
1140,2011-07-27,21137,9,33.75,30,2,27,3.75
1141,2011-07-27,22086,6,17.700000000000003,30,2,27,2.9500000000000006
1142,2011-07-27,22386,134,249.72000000000003,30,2,27,1.863582089552239
1143,2011-07-27,22423,6,76.5,30,2,27,12.75
1144,2011-07-27,23166,12,15.0,30,2,27,1.25
1145,2011-07-27,23298,45,198.75000000000003,30,2,27,4.416666666666667
1146,2011-07-27,47566,150,662.5000000000001,30,2,27,4.416666666666668
1148,2011-07-27,84879,56,94.64,30,2,27,1.69
1149,2011-07-28,21137,30,103.86,30,3,28,3.462
1150,2011-07-28,22086,190,496.5,30,3,28,2.613157894736842
1151,2011-07-28,22386,126,228.07999999999998,30,3,28,1.81015873015873
1153,2011-07-28,23166,60,64.92,30,3,28,1.082
1154,2011-07-28,23298,11,54.45,30,3,28,4.95
1155,2011-07-28,47566,81,360.95000000000005,30,3,28,4.4561728395061735
1156,2011-07-28,79321,52,260.6,30,3,28,5.011538461538462
1157,2011-07-28,84879,48,81.12,30,3,28,1.6900000000000002
1158,2011-07-29,21137,48,162.72,30,4,29,3.39
1159,2011-07-29,22086,6,17.700000000000003,30,4,29,2.9500000000000006
1160,2011-07-29,22386,31,64.48,30,4,29,2.08
1161,2011-07-29,22423,19,242.25,30,4,29,12.75
1162,2011-07-29,23298,27,133.65,30,4,29,4.95
1163,2011-07-29,47566,38,188.10000000000002,30,4,29,4.95
1164,2011-07-29,79321,4,23.0,30,4,29,5.75
1165,2011-07-29,84879,144,243.36,30,4,29,1.6900000000000002
1166,2011-07-31,22086,62,166.9,30,6,31,2.6919354838709677
1167,2011-07-31,22386,22,45.760000000000005,30,6,31,2.08
1168,2011-07-31,22423,18,200.7,30,6,31,11.149999999999999
1169,2011-07-31,23166,288,360.0,30,6,31,1.25
1170,2011-07-31,23298,21,103.95000000000002,30,6,31,4.950000000000001
1171,2011-07-31,47566,26,128.70000000000002,30,6,31,4.950000000000001
1172,2011-07-31,79321,36,187.8,30,6,31,5.216666666666667
1173,2011-07-31,84879,64,108.16,30,6,31,1.69
1174,2011-08-01,22386,33,68.64,31,0,1,2.08
1175,2011-08-01,22423,11,140.25,31,0,1,12.75
1176,2011-08-01,23166,27,33.75,31,0,1,1.25
1177,2011-08-01,23298,11,54.45,31,0,1,4.95
1178,2011-08-01,47566,20,99.00000000000001,31,0,1,4.950000000000001
1179,2011-08-01,79321,4,23.0,31,0,1,5.75
1180,2011-08-01,84879,80,135.2,31,0,1,1.69
1181,2011-08-02,22086,46,119.7,31,1,2,2.6021739130434782
1182,2011-08-02,22386,20,41.6,31,1,2,2.08
1183,2011-08-02,22423,6,76.5,31,1,2,12.75
1184,2011-08-02,23166,41,51.25,31,1,2,1.25
1185,2011-08-02,23298,40,198.0,31,1,2,4.95
1186,2011-08-02,47566,20,99.0,31,1,2,4.95
1187,2011-08-02,79321,52,260.6,31,1,2,5.011538461538462
1188,2011-08-02,84879,8,13.52,31,1,2,1.69
1189,2011-08-03,22086,44,113.8,31,2,3,2.5863636363636364
1190,2011-08-03,22386,21,43.68,31,2,3,2.08
1191,2011-08-03,22423,28,357.0,31,2,3,12.75
1192,2011-08-03,23166,16,20.0,31,2,3,1.25
1193,2011-08-03,23298,25,123.75000000000001,31,2,3,4.95
1194,2011-08-03,47566,48,237.60000000000002,31,2,3,4.95
1195,2011-08-03,84879,82,138.57999999999998,31,2,3,1.6899999999999997
1196,2011-08-04,22086,144,376.8,31,3,4,2.6166666666666667
1197,2011-08-04,22386,133,247.64,31,3,4,1.861954887218045
1198,2011-08-04,22423,79,895.65,31,3,4,11.337341772151898
1199,2011-08-04,23166,36,45.0,31,3,4,1.25
1200,2011-08-04,23298,103,469.85,31,3,4,4.5616504854368936
1201,2011-08-04,47566,221,933.95,31,3,4,4.226018099547511
1202,2011-08-04,79321,24,118.80000000000001,31,3,4,4.95
1204,2011-08-05,22086,46,119.7,31,4,5,2.6021739130434782
1205,2011-08-05,22386,160,298.8,31,4,5,1.8675000000000002
1206,2011-08-05,22423,20,226.2,31,4,5,11.309999999999999
1207,2011-08-05,23298,28,138.60000000000002,31,4,5,4.950000000000001
1208,2011-08-05,47566,18,89.1,31,4,5,4.949999999999999
1209,2011-08-05,79321,3,17.25,31,4,5,5.75
1210,2011-08-05,84879,70,118.3,31,4,5,1.69
1211,2011-08-07,22386,10,20.8,31,6,7,2.08
1212,2011-08-07,22423,21,238.95,31,6,7,11.378571428571428
1213,2011-08-07,23298,36,178.20000000000002,31,6,7,4.95
1214,2011-08-07,47566,15,74.25,31,6,7,4.95
1215,2011-08-07,84879,161,233.69,31,6,7,1.4514906832298136
1216,2011-08-08,22386,15,31.200000000000003,32,0,8,2.08
1217,2011-08-08,22423,57,640.3499999999999,32,0,8,11.234210526315788
1218,2011-08-08,23298,33,163.35000000000002,32,0,8,4.950000000000001
1219,2011-08-08,47566,52,257.40000000000003,32,0,8,4.950000000000001
1220,2011-08-08,79321,4,23.0,32,0,8,5.75
1221,2011-08-08,84879,88,148.72,32,0,8,1.69
1222,2011-08-09,22386,74,153.92000000000002,32,1,9,2.08
1223,2011-08-09,22423,22,251.7,32,1,9,11.44090909090909
1224,2011-08-09,23166,24,30.0,32,1,9,1.25
1225,2011-08-09,23298,121,518.95,32,1,9,4.288842975206612
1226,2011-08-09,47566,46,227.70000000000002,32,1,9,4.95
1227,2011-08-09,84879,32,54.08,32,1,9,1.69
1228,2011-08-10,21137,25,85.11,32,2,10,3.4044
1229,2011-08-10,22386,160,303.8,32,2,10,1.8987500000000002
1230,2011-08-10,22423,25,289.95,32,2,10,11.597999999999999
1231,2011-08-10,23166,14,17.5,32,2,10,1.25
1232,2011-08-10,23298,27,133.65,32,2,10,4.95
1233,2011-08-10,47566,80,356.00000000000006,32,2,10,4.450000000000001
1234,2011-08-10,79321,49,243.35000000000002,32,2,10,4.966326530612245
1235,2011-08-10,84879,88,148.72,32,2,10,1.69
1236,2011-08-11,22086,12,35.400000000000006,32,3,11,2.9500000000000006
1237,2011-08-11,22386,161,305.88,32,3,11,1.8998757763975156
1238,2011-08-11,22423,42,477.9,32,3,11,11.378571428571428
1239,2011-08-11,23166,12,15.0,32,3,11,1.25
1240,2011-08-11,23298,18,89.10000000000001,32,3,11,4.95
1241,2011-08-11,47566,78,346.1,32,3,11,4.437179487179487
1243,2011-08-12,21137,48,162.72,32,4,12,3.39
1244,2011-08-12,22386,10,20.8,32,4,12,2.08
1245,2011-08-12,22423,18,200.7,32,4,12,11.149999999999999
1246,2011-08-12,23166,4,5.0,32,4,12,1.25
1247,2011-08-12,23298,6,29.700000000000003,32,4,12,4.95
1248,2011-08-12,47566,8,39.6,32,4,12,4.95
1249,2011-08-12,79321,72,356.40000000000003,32,4,12,4.95
1250,2011-08-12,84879,32,54.08,32,4,12,1.69
1251,2011-08-14,22086,9,26.550000000000004,32,6,14,2.9500000000000006
1252,2011-08-14,22386,39,81.12,32,6,14,2.08
1253,2011-08-14,23298,10,49.50000000000001,32,6,14,4.950000000000001
1254,2011-08-14,79321,3,17.25,32,6,14,5.75
1255,2011-08-14,84879,11,18.59,32,6,14,1.69
1256,2011-08-15,21137,48,162.72,33,0,15,3.39
1257,2011-08-15,22386,22,45.760000000000005,33,0,15,2.08
1258,2011-08-15,22423,35,417.45,33,0,15,11.927142857142856
1259,2011-08-15,23166,9,11.25,33,0,15,1.25
1260,2011-08-15,23298,37,183.15,33,0,15,4.95
1261,2011-08-15,47566,16,79.2,33,0,15,4.95
1262,2011-08-15,84879,64,108.16,33,0,15,1.69
1263,2011-08-16,22386,25,52.0,33,1,16,2.08
1264,2011-08-16,22423,5,63.75,33,1,16,12.75
1265,2011-08-16,23298,10,49.5,33,1,16,4.95
1266,2011-08-16,47566,39,193.05,33,1,16,4.95
1267,2011-08-16,84879,60,101.4,33,1,16,1.6900000000000002
1268,2011-08-17,21137,1,3.75,33,2,17,3.75
1269,2011-08-17,22086,16,47.2,33,2,17,2.95
1270,2011-08-17,22386,113,206.04,33,2,17,1.823362831858407
1271,2011-08-17,22423,36,401.4,33,2,17,11.149999999999999
1272,2011-08-17,23298,258,1124.1000000000001,33,2,17,4.356976744186047
1273,2011-08-17,47566,115,529.25,33,2,17,4.602173913043479
1274,2011-08-17,79321,5,28.75,33,2,17,5.75
1275,2011-08-17,84879,32,54.08,33,2,17,1.69
1276,2011-08-18,21137,168,569.52,33,3,18,3.3899999999999997
1277,2011-08-18,22386,171,322.68,33,3,18,1.8870175438596493
1278,2011-08-18,22423,109,1245.75,33,3,18,11.428899082568808
1279,2011-08-18,23166,108,114.84,33,3,18,1.0633333333333335
1280,2011-08-18,23298,134,583.3000000000001,33,3,18,4.352985074626866
1281,2011-08-18,47566,112,474.40000000000003,33,3,18,4.235714285714286
1282,2011-08-18,79321,48,237.60000000000002,33,3,18,4.95
1283,2011-08-18,84879,95,160.54999999999998,33,3,18,1.6899999999999997
1284,2011-08-19,21137,5,18.75,33,4,19,3.75
1285,2011-08-19,22086,6,17.700000000000003,33,4,19,2.9500000000000006
1286,2011-08-19,22386,30,62.400000000000006,33,4,19,2.08
1287,2011-08-19,22423,7,89.25,33,4,19,12.75
1288,2011-08-19,23166,24,30.0,33,4,19,1.25
1289,2011-08-19,23298,42,207.90000000000003,33,4,19,4.950000000000001
1290,2011-08-19,47566,46,227.70000000000002,33,4,19,4.95
1291,2011-08-19,84879,224,340.15999999999997,33,4,19,1.5185714285714285
1292,2011-08-21,21137,48,162.72,33,6,21,3.39
1293,2011-08-21,22086,10,29.500000000000004,33,6,21,2.95
1294,2011-08-21,22386,203,364.24,33,6,21,1.7942857142857143
1295,2011-08-21,22423,10,127.5,33,6,21,12.75
1296,2011-08-21,23298,38,188.10000000000002,33,6,21,4.95
1297,2011-08-21,47566,43,212.85000000000002,33,6,21,4.95
1298,2011-08-21,79321,1,5.75,33,6,21,5.75
1299,2011-08-21,84879,81,136.89,33,6,21,1.6899999999999997
1300,2011-08-22,21137,4,15.0,34,0,22,3.75
1301,2011-08-22,22086,6,17.700000000000003,34,0,22,2.9500000000000006
1302,2011-08-22,22386,86,178.88,34,0,22,2.08
1303,2011-08-22,22423,119,1315.6499999999999,34,0,22,11.055882352941175
1304,2011-08-22,23166,12,15.0,34,0,22,1.25
1305,2011-08-22,23298,52,257.40000000000003,34,0,22,4.950000000000001
1306,2011-08-22,47566,27,133.65,34,0,22,4.95
1307,2011-08-22,79321,13,74.75,34,0,22,5.75
1308,2011-08-22,84879,206,309.74,34,0,22,1.5035922330097087
1309,2011-08-23,22086,1,2.95,34,1,23,2.95
1310,2011-08-23,22386,60,124.80000000000001,34,1,23,2.08
1311,2011-08-23,22423,16,204.0,34,1,23,12.75
1312,2011-08-23,23166,25,31.25,34,1,23,1.25
1313,2011-08-23,23298,83,370.85,34,1,23,4.468072289156627
1314,2011-08-23,47566,119,549.0500000000001,34,1,23,4.613865546218488
1315,2011-08-23,79321,3,17.25,34,1,23,5.75
1316,2011-08-23,84879,48,81.12,34,1,23,1.6900000000000002
1317,2011-08-24,21137,4,15.0,34,2,24,3.75
1318,2011-08-24,22086,8,23.6,34,2,24,2.95
1319,2011-08-24,22386,400,707.0,34,2,24,1.7675
1320,2011-08-24,22423,31,366.45,34,2,24,11.820967741935483
1321,2011-08-24,23084,4,8.32,34,2,24,2.08
1322,2011-08-24,23166,12,15.0,34,2,24,1.25
1323,2011-08-24,23298,131,568.45,34,2,24,4.339312977099237
1324,2011-08-24,47566,56,237.20000000000002,34,2,24,4.235714285714286
1325,2011-08-24,79321,1,5.75,34,2,24,5.75
1326,2011-08-24,84879,96,162.24,34,2,24,1.6900000000000002
1327,2011-08-25,21137,12,45.0,34,3,25,3.75
1328,2011-08-25,22386,3,6.24,34,3,25,2.08
1329,2011-08-25,22423,33,391.95,34,3,25,11.877272727272727
1330,2011-08-25,23298,34,168.3,34,3,25,4.95
1331,2011-08-25,47566,124,533.8000000000001,34,3,25,4.30483870967742
1332,2011-08-25,79321,8,46.0,34,3,25,5.75
1333,2011-08-25,84879,400,599.2,34,3,25,1.4980000000000002
1334,2011-08-26,22086,12,35.400000000000006,34,4,26,2.9500000000000006
1335,2011-08-26,22386,20,41.6,34,4,26,2.08
1336,2011-08-26,22423,26,302.7,34,4,26,11.642307692307693
1337,2011-08-26,23084,480,998.4000000000001,34,4,26,2.08
1338,2011-08-26,23166,24,30.0,34,4,26,1.25
1339,2011-08-26,23298,26,128.70000000000002,34,4,26,4.950000000000001
1340,2011-08-26,47566,41,202.95000000000002,34,4,26,4.95
1341,2011-08-26,79321,24,118.80000000000001,34,4,26,4.95
1342,2011-08-26,84879,40,67.6,34,4,26,1.69
1343,2011-08-28,22386,16,33.28,34,6,28,2.08
1344,2011-08-28,23084,279,503.76,34,6,28,1.8055913978494624
1345,2011-08-28,23166,5,6.25,34,6,28,1.25
1346,2011-08-28,23298,6,29.700000000000003,34,6,28,4.95
1347,2011-08-28,47566,9,44.550000000000004,34,6,28,4.95
1348,2011-08-28,79321,51,254.85000000000002,34,6,28,4.997058823529412
1349,2011-08-28,84879,60,101.4,34,6,28,1.6900000000000002
1350,2011-08-30,22086,80,204.0,35,1,30,2.55
1351,2011-08-30,22386,1,2.08,35,1,30,2.08
1352,2011-08-30,23084,264,472.56,35,1,30,1.79
1353,2011-08-30,23166,12,15.0,35,1,30,1.25
1354,2011-08-30,23298,21,103.95,35,1,30,4.95
1355,2011-08-30,47566,26,128.70000000000002,35,1,30,4.950000000000001
1356,2011-08-30,84879,8,13.52,35,1,30,1.69
1357,2011-08-31,22086,40,102.0,35,2,31,2.55
1358,2011-08-31,22386,110,199.8,35,2,31,1.8163636363636364
1359,2011-08-31,22423,19,213.45,35,2,31,11.234210526315788
1361,2011-08-31,23298,21,103.95,35,2,31,4.95
1362,2011-08-31,84879,16,27.04,35,2,31,1.69
1363,2011-09-01,22086,40,102.0,35,3,1,2.55
1364,2011-09-01,22386,34,64.92,35,3,1,1.9094117647058824
1365,2011-09-01,22423,66,783.9,35,3,1,11.877272727272727
1366,2011-09-01,23084,78,148.32,35,3,1,1.9015384615384614
1367,2011-09-01,23298,35,173.25,35,3,1,4.95
1368,2011-09-01,47566,64,316.8,35,3,1,4.95
1369,2011-09-01,79321,36,178.20000000000002,35,3,1,4.95
1370,2011-09-01,84879,96,162.24,35,3,1,1.6900000000000002
1371,2011-09-02,21137,96,325.44,35,4,2,3.39
1372,2011-09-02,22086,3,11.690000000000001,35,4,2,3.896666666666667
1373,2011-09-02,22386,35,72.8,35,4,2,2.08
1374,2011-09-02,22423,37,442.95,35,4,2,11.97162162162162
1375,2011-09-02,23084,6,12.48,35,4,2,2.08
1376,2011-09-02,23298,21,103.95000000000002,35,4,2,4.950000000000001
1377,2011-09-02,47566,12,59.400000000000006,35,4,2,4.95
1378,2011-09-02,79321,168,831.6000000000001,35,4,2,4.950000000000001
1379,2011-09-02,84879,8,13.52,35,4,2,1.69
1380,2011-09-04,21137,76,259.08000000000004,35,6,4,3.408947368421053
1381,2011-09-04,22086,24,70.80000000000001,35,6,4,2.9500000000000006
