label,tweet
fear,"ceritanya malam tuh dirumah ber 2 ya ade gua. lingkungan rumah tuh sepi parah,serem deh pokoknya. malam jam 12an tbtb sikring lampu tuh nurunin,langsung mati tuh ya"
happy,"keindahan diatas keindahan, menikmati puncak bersamamu.. auftttt"
sadness,sayang seribu sayang satupun nyangkut
sadness,"souma abis, yowamushi abis. nontonin anime didonlot ditonton sekali. dek mega bosan drama korea"
happy,"apa2 miss, semangat bawa konser ya. terima kasih prjuangannya ini, semangat miss menunggu"
anger,"psi manfaat..!!! pengecut,penjilat,tukang fitnah.. ton teka teki,partai partai berideologi dendam?bermental jongos,dan dosponsori taipan brengsek? #testiq"
happy,hrsnya tuh orang berlomba2 gasih ambisius dhdkdjdj kagum orang-orang keras mencapai tujuan dia...karena tujuannya main2 mimpinya. it's mesmerizing.
fear,tegang nonton jurnalrisa bunyi grasak grusuk jendela bikin parno aja!!!
happy,semoga menjaga n terjaga sbagai pendukung periode memalukan ayo kuatkan kesatuan periode jokowi
sadness,"jujur bicara orang, tb2 closefriend nya ig, malam menyaksikan mabok-mabok ria teman-temannya. kudu piye."
love,"indahnya jatuh cinta orang suka, tengok tersenyum, tersenyum kat"
sadness,presiden jalan dikampung tolong diperhatikan ...dusun rumah mbacang kec kutalimbaru kab deliserdang
fear,"disemua melaksanakan sholat, salah satunya bangunan didirikan kekafiran (salah satunya gereja). berlindung allaah swt. godaan setan terkutuk. https"
happy,bismillah.. pagi2 semangat berolahraga plus layanan kesehatan gratis.. carfreedaycirebon .
anger,pilih pemimpin petahana gub & males kerja
fear,"nah, semenjak takut menjalin hubungan lg. takut boongin sumpah. trauma banget."
anger,yaelah.. sabar ya vid. lebaran monyet ditanggapin cepat diserang follow up tajam. langsung plasa telkom telepon 147. pengalaman #telkom
sadness,"bunga mawar memiliki duri, menginginkannya terkena goresan kulit. hidup ini, kadang merasakan perih luka menikmati kebahagian didalamnya jar"
love,"sadar, panti kucing liar rawat ajak main anak2 panti. sadar bentuk ungkapan kasih sayang anak2 panti sesama."
happy,dengerin seksama lagu nge hits tik tok. 'aisyah jatuh cinta jamila'? (bener gitu?) ets jan lupa *dua jari jari = jari
anger,lebay...tidak urusan agama ini...tapi murni orang2 mongol menyatukan dunia dibawah agung!
fear,"celakanya kamar hotel tiket terjual mengandung fixed cost relatif sama. airlines, pesawat menghabiskan bahan bakar kursi pesawat kosong/ diisi penumpang. #viwihotdealsformiddleeast"
anger,bilang anak menyenangkan *sodorin anak tantrum ngantuk bobo* *istigfar kenceng2*
anger,"terbukti.....tangkap biangnya, bubarkan partainya......!!!!!"
anger,nulis sini. bicara si mulut jamban
sadness,"sayaa sadar siapa, takkan mjd kangen, iya jarang ketemu, iya kadang curigaan, iya mimpi biar kangen ku terobati arhhhh... allah maha"
sadness,"kerasa minggu lebaran aja. bolong ngrasa ibadah gt. efek libur panjang, kerjaan sebulan diabisin seminggu"
love,"berbeda kepercayaan athaya mencintainya, kartika bertajuk hawa, cinta kelaminnya. cinta dirinya. hatinya"
anger,"pernyataan mengganggu telinga malam mulut jubir pemerintah ali mochtar ngabalin: ""pemerintah representasi tuhan muka bumi."" dekaden nalar demokrasi pandangan dibiarkan menguasai istana. tua tuh."
fear,kadang sesuatu. takut. takut memperoleh ingini. takut kehilangan ada. takut berubah sekelip mata.
anger,bilang pilkada panas ? buktinya ..... marah-marah batal calon gubernur jatim
sadness,"kesalahan perbuat alm. menjelang ajalnya membentak marah2 beliau, semoga beliau sudi memaafkan"
fear,"pemantauan sosialisasi wilayah krb iii melaksanakan patroli rutin, semangat waspada #waspadamerapi"
happy,masuk artikel cetak mediaku itu. lupa edisi berapa. alhamdulillah tulisanku menang lomba rangka kesehatan jiwa sedunia kak
sadness,"liat anak keputih korban kebakaran, lingkungan mendukung. adik2 nya benar-benar kek berani orang tua, sopan santunnya. kondisi bilang anak jaman bandel2 gitu. no guys, lingkungan pst"
sadness,"rumah masuk2 dijudesin ayah bilang gini lama2 artis ya! bingung.. ngapa perasaan berangkat bedakan plus gincu arab an, ganiat kemana2.. (fyi gincu arab menor samsek kek natural gt) ngaca ajg menor"
anger,"indikasi 2018 pertengahan 2019 banteng adu kepala, terjengkang, terkapar semaput, melawan...!!! banteng tinggal kenangan...!!!"
love,"risha sayang mas, imbuhnya, mendaratkan kecupan singkat bibir arsya. menarik diri, arisha mengulum senyum buru-buru pergi"
sadness,malas ya dinas malam orang tidur kerja sh libur th huft (at rumah seni triplek)
sadness,"resiko kerja sendirian, temen. single fighter. bawa barang bolak-balik, megangin tangga, teman bicara but i like my job"
anger,dimohon paksa include dmn. harap sopan bo labil! will be block!!!!!!! taatin rule utamakan
fear,ngerti. bayangkan sulit melototi apbd gub gub rinci... **untung gubernurnya baru.
happy,"keberpihakan politik tertentu, salut beliau semoga jejaknya diikuti senada kegiatannya beliau. dunia politik biar dijalankan politisi. ""jaga gawang"" masing-masing."
fear,"abang takut tetiba ditelp rs ato kali yak.. doctag cantumin nama & no telepon kenapa2 gue, telepon"
anger,"""mka.a ngatain orang gmau dikatain...jaga tuh ocehanmu.. giliran dikatain bla bla bla.."" dibaca tuh sapa ngatain"
sadness,"#bali, tunggu koko ya. koko tinggal d sana. jakarta nih ceritanya? hmm.. baiklah. #instabali #kangenbali"
anger,"cc: ko mingkem 2 minggu 2 bupati pdip kena ott kpk, juara korupsi !!!"
love,"nona takut, gerimis kan? ku siapkan rumah berteduh barangkali berubah hujan angin. #ceritakemarinsore #spoiler"
love,"merasakan jatuh cinta, menghentikannya menghentikan diriku mu"
fear,"bayangkan berdiri sana, mengamatimu. ritual membawa makhluk sini, mengerti itu. pikiranku dipenuhi bingung takut."
sadness,"chat dia, save nomor w. ganti nomor pas ultah w. sedih, dll. 1 ruangan ujian it 1 jam kurang, campur aduk salting duluan"
fear,mesti nonton ne malam selimut . habis nonton eng ing eng.. bunyi detak jarum jam dinding takut.. terpaksa jam pergi batre nya biar takut wkwkwkwkwk always~
happy,"usaha mengkhianati hasil. berusaha terbaik, hasilnya mengecewakan.. itu, hati lega mudah ikhlas. ya tidak, berusaha terbaik."
sadness,suruh ignore sibuk ngurusin haha. perempuan ngejatuhin. semoga mbaknya sehat ya
anger,"iya nih anjing, manusia lebay muak liatnya"
fear,"menganggap big is beauty, mikir, big is penyakit. sah-sah lah. tersinggung, jangan-jangan kepercayaannya? setuju terlanjur."
love,"untukmu qyaraku. jaga bahagia ibumu. jaga senyum diwajahnya. senyum rindukan. tau, sumber bahagia dirinya. dunianya skrng. lasti lakukan untukmu. percaya padamu sobat"
fear,"suka baca komen pembaca kisah seram, terhibur . xboleh tidor terpikir-pikir, xberani pergi takut, duk hostel kwan cerita hantu tidor peluk member. anak kencing tahan subuh. level ketakutan kita."
anger,"mahkamah konstitusi : dear : *hapus ambang batas nyapres, rakyat pilihan* - tandatangani petisi!"
fear,"nyebayangin orang bangunin sahur dimasjid keceplosan "" shooower..shower ,,shower bapak-bapak ibuk-ibuk..... """
anger,dasar mental maling.. diringkus salam metal.. maling maling
sadness,"sh susah nih lepas sedotan, pakai sedotan melindungi lipstick ye kan, rapi minumnya. tapi, environment preservation mengurangi plastik itu."
fear,"aneh semalam rokok burhan ketinggalan dasbor motor apain taruh lagi, sahur ma iffa motekar eh balik2 rokoknya. aneh banget, las parkir dimotekar deketin motor"
happy,"be thankful for everything that happens in my life so far, its all an experience. . iya captionnya nyambung fotonya, sekedar berekspresi haha. . . . #waterfalls"
happy,mbak warbiyasak nih nih threadnya. perempuan baca thread berdoa aja. semoga merasakan namanya pelecehan sexual ya.
sadness,"atm, antriannya lumayan panjang. nih antri bawa anaknya. sa ngecek saldo, si anak ngintip ngintip ibunya td, 'mama mama, enam ribu diambil?' bathin teriris mental cidera serius"
anger,"mak lampir dibully memberantas nyamuk tuntas gagal menyelamatkan sang penguasa tampil gicuuuuu, ..... aaahhhh ......"
happy,"keambian siang buka situs online trading sekuritas. lihat indeks saham warna warni klik-klik cantik bodoh klik tombol buy, submit, and success."
sadness,"ku hapus sakitku. ku perjuangkan cinta , salahku? ku layak dapatkan kesungguhanmu. . ."
anger,orang profesor jawab... belagak congkak... sok melempar jawab...
fear,"#kknlyfe day 02 paginya leyeh-leyeh, pas air galonnya abis, panik. kudu isi ulang galon turun gunung jalan subhannallah, tempuh 1jam pulang pergi. ampir jatuh jurang gegara tanjakan ngeri jalannya rusak."
anger,.... membuktikan benar.....!!! napi koruptor hp penjara melanggar aturan.... enaknya melanggar aturan...!! menandakan karakter anda.
sadness,nih suka nangis & bertengkar cowokku. kadang malu tetangga wkakaka yaudah ya cuek2an hahaha smp pindah sih
happy,"baper tbtb post ini, hahah so grateful to have known them tergoblok, main game pelajaran, kabur ekstrakulikuler, dihukum guru, pinjam tugas, nyontek, makanin temen, ngebully ngambek."
anger,palembang. be nice please. dirusak kelakuan orang orang isengnya ampun seanjing anjing gini. kota internasional? hadeehh
anger,"ya beda goblok via vallen suka goyang seronok skg better seronok, mencoba ngubah image penyanyi dangdut sensasi2 negatif kawin-cerai, main film syur,"
anger,"terang, betapa busuknya orang menjatuhkan & memenjarakan ahok berkedok agama! sesunguhnya orang jahat setara setan iblis agama dijadikan kedok mengelabui umat! orang2 dungu"
happy,"gela gelaa sangka nonton langsung, berkat mamang mamang warkop menghemat pengeluaran makanku"
sadness,"teman cerita. susah. benar-benar lelah disuruh bikin sanlat mikir hulu hilir, dibantuin bapak2 sibuk kerja"
sadness,komix haha iya nih hahaha :d batuk bu aji aha uhuk :d sepi :(
fear,dinasehatin suruh buka hati cowo. pelan pelan mereka. cuek bgt. temu cocok gimana dong? senang gini. liat pacaran pengen. pas liat bertengkar males.
love,"10 ramadhan, 1 malam mulia seribu bulan, selamat lailatul qadar, orang beriman merindukan kedatangan mu..."
anger,malu dipermalukan. etika aspek kehidupan. rakyat sanggahan petunjuk terlontar. bersih bersih.
fear,pling barangkt sekolah diantar ibuk takut kesekolah sendian dibelikan permen biar berngkat dech scra orang pendiem takut teman #masakecilkuasik
anger,kenal hayu ngajakin tmuan giliran kenal puas tinggalkan butuh nongol aduh boneka sesuka hati
love,"9. bibi esta oh my gud kesayangan banget, bibi :* sayang bibi wkwkwkwk bibi asik banget, perhatian banget, aah sayang hiks bibi tiada sayangku mu bi"
anger,"lelaki jaga nafsunya, jaga pandangannya.. burung diatur, nyalahin pakaian perempuan!! pakai ""makanya"" lagi.."
fear,takutkan istri anak nampak auratnya. hukumnya memasang foto media sosial ? . #nu #majelisnuruddin8642 #satrionkri #ngaji
anger,"tolong aplikasinya diberesin. pesan, server error. eh muncul 4 taksi. kasihan drivernya, cancel."
sadness,"diem, tahan bicara takute melebar sampek - mana. mencoba ""kenapa diem?"" diam eh diam merem :')"
happy,miss .. exols nunggu susah payah nya datangin exo .. semagat miss .. fighting aeris bakalam ketemu uri exo bersedih
happy,"mencuci termos ala orang malas. isi penuh air mendidih. tutup rapat 30 menit, buang airnya. isi termos air es. termos"
sadness,"kadamg kerja kelompok egois pengennya sekelompok orang2 tapi..... sifat gimana2, bljr2 kek gimana yaaa temenan gue...gaenak borr sekelompok orang rajin belajar,sedangkan apatuh mah"
fear,"seram ya staf nya wanna1 nge dm in fansite copyright infringement, actually sih.... langsung mematikan fansite culture"
sadness,sedih ya ig banya hate comment via vallen. merasakan sakitnya sexual harasmen even kontak fisik. membayangkan dinilai segitu rendahnya ngaplok orangnya. to be true aja.
sadness,"salah sangka menghasilkan kekecawaan. kekecewaan dasarnya alasan kuat. namun, situasi clear. lucu diingat."
happy,20180710 #3 09.06 wib geng sosialita kumpuulllll breakfast syantiek tbs kelapa gading #holiday #breakfast #syantik #pizzahut #juanda #jakarta #indonesia #tuesday
fear,"ngecengin ya gaes , orang blog-nya juga.. ..ya nulisnya jam 2 dinihari sih."
anger,"terkadangg lapor berwajib "" alah dipegang, alah nikmatin kan, alah dipanggil, salah pakai baju sexy "" please, hak tubuh kita, situ ngaceng gara2 liat pakai baju sexy salah ?"
anger,"rangorang sok suci sok kehidupan mereka, intinya gini, nyebur got got kek gimana, kenal orang berbeda, ya sok"
fear,"eh nganu, ditelpon orang nipu, sih laporin polisi berdasarkan nomor telepon dia? nomor teregisterasi ya? ditindaklanjuti ya? maksudnya tuh biar orgnya ditangkap makan korban."
happy,selamat ulang sayang #happy_baekho_day
happy,"hmmm ya senang dikasih kado, buatku tanggal lahirku anniv wes bahagia rasane. #pekaitupenting"
anger,orang marah bilang pks melahirkan 2 koruptor besar. oknum. goblog keterlaluan. oknum berlaku kelas kroco. kelas kakap presiden oknum projek tipu-tipu presiden parte?
fear,"iya mba, netijen ig horor mainnya frontal cocok bully. pokoknya sepaham dosa"
anger,"elaah. serius blek. orang pintar pinter. merasa, ya pinter. tugas belajar. doi."
fear,takut bnda.. ap y ap y tjadi kat sekeliling aku.. takut sndiri.. hate this feeling.. just wanna die rn.. fml
love,"detik jatuh cinta kali, mustahil berhenti mencintai detik. [seo in ha, cinta rain]"
happy,"yuuuk siap2 berihtikaf malam sepertiga terakhir,mudah2an mndpt malam 1000 ,karena ketemu penuh maghfiroh"
fear,"ngebuntutin dong, bangke sih. jalan a, muter jalan b jauh. pas liat dibelakang gara2 ngebut, tbtb lampu merah ketemu lagi. langsung tancap gas gila takut"
anger,si gendut suruh ogah jalan! dasar kebo!
sadness,disaat-saat kaya gini kepingin tinggal kampung ya allah :( daerah adat istiadat sundanya huhu monangis
sadness,"iya, sadar dibutuhkan. sadar kemana pergi. pergi dicari? dibutuhkan saja?"
sadness,kali mencoba melukai terlibat. mengulang move on melibatkan orang lain. menambah luka baru. orang itu.
happy,"ketemu teman manhaj sastra bacaan kayak temu harta karun.. membicarakan karakter, plot rupa"" pengarang, ngalor ngidul henti.. suka.."
fear,me as a girlfriend always pujuk my bf if merajuk because i dont want to lose him perasaan takut automatik sayang hmm
anger,"teman sok lihat temennya bertemu, hati2 deh tengok liatin. haha. lucu itu. miris kasihan"
sadness,ku ditinggal senja malam menghampiri ku oh angin rinduku terlupakah janjimu rindu bergelora perpisahan menikam jiwa pandai mengusik pan
sadness,"throwback video launching lagu takkan terhenti disini, 2010, dimana salah kakak video meninggal 3 lalu. hoek hiks."
anger,"apapun alasan,kl lhp kerugian,fp tgg jwb,mo arbitrase biar aja,blm fp berani arbitrase,knp takut? alasan nunggu 3 longsor versi fp search gogle,msh e"
love,cowok suka serius cewek nunjukin usahanya disukai cewenya ya? berusaha disukai orangtua cewenya hehe
love,"maghrib, shalat ya.. ku namamu do'a ku, kali bersungguh-sungguh memohon kepada-nya kesembuhan kesehatanmu kebahagiaanmu. sayang #getwellsoonleeteuk"
anger,"ya,,terus kompensasi pelanggan kondisi ini, layanan speed jaringan lemot kewajiban tagihan dibayar"
fear,"pagi nonton berita headline nya bikin takut 'suami bunuh istri' , 'kakek perkosa cucu' , 'ayam bakar solo' . ngeri nih berita"
anger,klarifikasi? dimana 12 mesjid digusur? @105kissfmmedan
happy,"twitter kemarin retweet nge-tweet. nge-tweet not responding mulu, excessive use perhaps, lol. yeay"
anger,sehat? hidupin data seluler muncul notif pemakaian 500mb. data seluler otomatis mati. berulang. padal kuotanya 1 gb lebih.. dipakai. respon solutif. berkali kali kek gini ht
anger,bakalan. presiden mengatur. dukungan pribadi. bicara media. beredar video apresiasi islam nusantara.
happy,"8 juli 2018 terimakasih disbutkan persatu tanggal 8 juli 2018 mua : photo : looping_cr ent : picasso @ cibiru, jawa barat, indonesia"
anger,minggu kemarin menyebalkan.. eh tambahan.. janjian jam 10 eh jek antri nang bri iki piye to..? ku kesal deeh..
fear,intisarinya: main hp samsek digojek geng. even deket rumah tinggal ngesot. gila yah. astagfirullahaladzim orang jaman tuh ya dilakuin hik
happy,"#oldmoneygakngerasain bocah memori 8mb berharga. nyimpeninnya savean gta, god of war, mortal kombat kawan kawan"
happy,"persamaan jomblo puasa? yap, benar. sabar menahan menunggu kenikmatan hakiki. percaya kebahagiaan waktunya... semangat menunggu berbuka #semangatpuasa"
fear,trauma penyakit almarhum kakak gue. ngeliat orang sakit orang terdekat gue. meledak.
love,penyemangat hidup ayah keluargaku terima kasih keluargaku lupakan perkataan keluargaku ku sayang
happy,"selamat kang emil kang uu amanah warga jabar memimpin 5 kedepan ... menang kalah, warga"
sadness,berharap dokter dikasih salep lebam2 biru..eehhh dkshnya obat nyeri tablet+vitamin tensi darah normal 110/70..ttp salep mah dikasih dokternya
fear,"liat langsung sit. smp teriak,mana dikamar mandi.kalo diinget2 seram bet wk. pas tidur malam-malam genderuw* kasur gue, tuh smp nangis pergi2."
love,"bahagia pisces, mencintai tulus. mencintai adanya. pisces ku lepas, apapun terjadi. ku 'bodoh' rela. hahaha. cinta buta."
anger,"wanita mudah berkata: ""kami butuh ketampanan, butuh kenyamanan.."" pria berpikir keras hidup: ""yakin cuk? tampan nyaman? hah? hah? hah? wtf! bullshit!"" hee ~ #relationshit"
anger,"disaat sedih, gua. disaat susah, gua. disaat terluka, gua. pembawa sial anjg!"
happy,oke (y) cek favorit ka :)
sadness,foto bareng pernikahan teman bareng pakboss ngeliat si mas kurus sakit. selang 2 chat perihal kerjaan and he said sakit dirawat rs. ?
anger,"oke, bukber teman kampus rumah tmn, deket, untung puasa sabar, muacet poll dimana. rumah temen, & 1 orang!"
sadness,"belajar putusan2 artidjo dengerin chris cornell. lembaga yudikatif teman diskusi satu, sayang orangnya pergi."
anger,"perang teroris bela teroris. perang dakwah2 radikal bela radikal. bacot gede, kunjungan diusir nyali ayam sayur. sok bicara perang???"
love,"terimakasih ,sudah mengajarkanku membagi cinta kasih orang . memandang membanding . berjalan seiring doamu. kubalas tangis haru dipipimu ."
happy,"with the girlfriend~ maaf bang, dipinjem si eneng. i need my long overdue dose of ""lexyness"" #dinnerdate"
happy,"sd-smp ketahuan bawa artikel terkait pornografi, dijejerin kelas. ditendangin tulang keringnya wali kelas. (ketahuan). . ."
happy,#memberantaskemiskinan bos andalan gm bu amel santosodebora #kreasitiadahenti #semuademibeas #motorcycle #kustomkulture
sadness,"waaaaa ""ga guna"" (ga pakai mah) (@ starbucks in jakarta barat, dki jakarta)"
sadness,"salah teman bertanya, sakit sakit hati? dapatkan sakit patah hati sakit tindakan dokter, yakinlah ""iya"" maaf. pelajaran pahami ""sakit"""
happy,"pas hape apps twitter 'emang jaman ya main twitter?' 'yaelah gini main twitter ngapain?' 'ngapain main twitter coba', hehe, sih, ya senyum main twitter :)"
happy,"ku syukuri detik ini, lewati bersama, pait, manis, asamnya cerita, 2018, step terbaik hidupku, semoga, selamanya. amin"
love,"[1] selamat tanggal 20 pertama, kerasa ketemu tangga 20 oppa berasa ""baru nembak"" yerim kemarin, laluin yangvm tertunya bertambah sayang"
sadness,"kemarin ngelihat lamtur membicarakan bank bni bermasalah. dicuekin sih, perhatian uang gaji mbanking cek 2.5 persen gaji #bni46"
sadness,"video diatas tulisannya ""dulu"" pas kapan? ilc ya? bahas itu? iya kecewa mahfud. #islamselamatkannegeri #sedihrasanya"
happy,"terkadang hal-hal tertentu, membutuhkan persetujuan manapun. #bondonekat bismillahirrahmanirrahim.. #mydiary #humancapitallife"
happy,"ditinggal my partner mudik, fight malem. alhamdulillah bantuin, gooks.. maksi bet brother, free kopi yak."
anger,"teman lma ketemu main kedai, bilang lau gemukan bray. ya si ngerasanya gitu, menghilangkan bosan pas sepi si gg ngemil minum manis. yak... ujungnya suka gg enak. makmur ni, traktir martabak suek..!"
sadness,"helloo, liburan liburan...kerja teyuss, lebaran on teyuss liburan sekolah selesai elisoulea . #kapanliburanlagi #kerjateruss"
sadness,"rt suka mengopi, bersamamu. suka jalan-jalan, jalan denganmu. suka suka, menyukaimu.."
sadness,diam bagus yaudah diam deh -_- deh kemna haha
happy,"kak belajar ujian istirahat? niat muncul bilang makasih sketsa lucu gitu?? apalah.. pelit2 muncul ka.. haha.. belajar semangat ya, siapin cemilan begadang dek :)"
happy,"alhamdulillah prof, berbicara semalam adem rasanya, semoga membawa keberkahan. amin yaa rabbal 'aalamiin."
happy,setuju korupsi takut bicara takut ditelanjangi berani bicara bapak.
love,"cuaca berganti masa, udara menyusut atmosfer, kepadamu ""cinta"" berganti menyusut. detik kepalaku ingatan berdesakan mengeja namamu."
anger,"guru gini nih, nyumpahin kerja. ya lah. balas dosa berkurang sayang *eh"
happy,bersyukur kali kulalui dgnnya. akupun bersyukur senyum diwajahnya bersamanya. peduli marah berjauhan. mengerjar ibumu terlampau kasihan pdku.
anger,pecinta kpop salty? ya sih suka every one insulting things or people whom you passionate about nya otaknya . eq nya jongkok belajar menghargai . belajar ppkn
fear,acc dikasih nomer hp. teman pas kasih nomer hpalah suspend permanen gmn? takut
anger,"lahir sekolah bong rasa.... pki bong bandit , rampok sejenis menganggu orang banyak? soeharto dibilang kejam orang2 pki bandit rampok bong bong bongakkk"
sadness,"jaman putih abu-abu ngebet cepat kuliah, eh pas kuliah mikir berat ngebet nikah :"" #recehkantwitter"
fear,tawuran suporter nih bikin penikmat bola awam macem i takut nonton langsung stadion.
anger,"maaf etika mengutarakan pendapat, aplgi suka berdakwah orang berpendidikan...berbeda biasa....."
happy,"alhamdulillah, indonesia milik allah.. sama.. semoga rahmat allah dirindu surga. allah, dzat isi hati hidayah senantiasa nya."
love,rambutnya memutih. badannya lengannya kuat menjagamu bahaya. papa menyelesaikan tugasnya.
happy,"gilak! g1 begini. rakan dkk diborong. masuk 5 momon, zeratu ngikut kali. triple s aaaaak *droolin"
sadness,kangen ajar privat. kangen ajar tpq. kangen rapat jam 6 pagi. kangen agenda menginap sabtu-minggu. yea. my life so flat now. maybe i need cheetos?
love,"cinta melunakkan besi, menghancurkan batu, membangkitkan mati meniupkan kehidupan budak pemimpin. dasyatnya cinta !"
sadness,"lagian, capai lemah terus? capai orang lemah orang kuat. ya orang lemah pikirannya negatif beda orang kuat. kebukti memikirkan negatif berdampak negatif jg?"
anger,transj berdiri berbaik hati kasih duduk tua .. si tua mau.. eehh cowok sopan dudukin duduk itu. hadeehhh
happy,"ya ngeliat orang ngelakuin serem, ngelakuin berani. ngeliat pasien tuh ngelakuin gitu. #eaaaaaaa"
fear,khawatir ahok jurkamnya jokowi bro. nemo movement berbalik ikon jokowi. persis kejadian 212 panggung jkw
anger,"beli liburan uang halal mbak.. apasih korupsi uang haram mah, bertindak memandang orang sprti anda? salah mbk .. and the last, everything will come to you in the right moments"
fear,"""takut dosa"" serius, kaya teman menel2 pacar nya, itu. takut akn dosa, dosa pas gini banyak, doi ikatan apa2"
anger,"ya kebanyakan orang dibales late rep ""udah pacar ya?"" ""udah taken y?"" elah pacar otaknya sebelah"
love,"bertemu denganmu takdir, temanmu pilihan, jatuh cinta mu benar-benar dugaanku"
sadness,"ekspektasi emak : capek-capek sakit main sih realita : sokorr ,salah mu dewe dolan ae ,domongi kon nek omah ae ange eram #recehkantwiter"
anger,"pilkada photo panas sebabkan orang mengundurkan diri, indonesian idol wajib mundur. bentuk video"
happy,". . kesini, terimakasih kasih kesempatan . #explorebanten #exploreindonesia #pandeglang #mountain #pulosari"
anger,"maunya hadiahnya (khayru ummah), perintahnya (menyuruh ma'ruf mencegah munkar) ogah. kenyang ogah makan."
happy,"wkwk malese talah. contoh suudzon cemburu: gaberani duduk sebelahan doi kamu. mikirnya ""tuhkan sih sebelahan, biar nempel ma aq"" wkwkkwwk gara-gara sebelahmu teman lain."
love,"wanna one, disini. ini. cinta dukungan terhenti dipenghujung tahun. terus, tetap, mencintai mendukung kalian."
anger,"halo .. kemarin tuker carls jr ps, itupun ditolak token toko. masukan kali promo carls jr jual2 publik."
sadness,7 didlm duniaku oenuh didlm dunianya oun penuh diriku. dunia berjalan bahagia bagiku monoton ibumu. kadang membosankan baginya pergi dariku.
anger,lihat akhir2 profil diisi jokes2 twitter ritwit keluhan insomnia kunjung habisnya. wth is wrong with me
anger,woww tuduhan rujukan nya please bilang mas ?
anger,"ntan busuk banget, teman gituin. busuk nih, sadar, maap, dimaapin nih, yaudah busuk. difermentasi lagi. makanya, skarang biarin hidup bergelimang karma kalian."
sadness,"pekerjaan ob sekolah yayasan kecil2an, maaan, golongan wajib zakat tipis2 masuk"
sadness,"berat, mengikhlaskan meninggalkan sesak. kejadian membekas tim kalah putaran final lcc 4 pilar mpr 2012 jakarta."
anger,"ya sih, grup digituin. cewek, dibilang bahan gituan.... terima? jelas2 public figure, bicara enaknya video bahan c**i? ketik nyaman. lisa digituin semarah ini, gimana bangtan? -.-"
sadness,"malu dibilang ""kampungan"" orang-orang lihatin bersihin peralatan makan mereka. dibilang kampungan terima kasih security bantuin nyeberang jalan. orang indonesia unik"
happy,"qu mengerti, kuliah dipaksa lembur begadang tugas semata2 nyiapin elu lembur begadang kek quda kerjaan selesai on time. ok, lesson learned honey"
anger,"somplak ya kak hahaha, unjukin orang kantor berusaha yakinkan flat earth inihhh... baca alon alon ya mas"
sadness,"apa, ""raga"" bawa pergi nanti, ""jiwa"" ketemu lagi, lagi,"
love,"couple panggil 'sayang', sikapnya sayang saya. coba liat sayang memperlakukan kamu, panggil sebutan 'sayang'."
anger,mudah2an divonis bersalah nangis tiduran jalanan marah menjelang larut malam ya!
fear,"honestly, penumpang2 kapal manapun, nakutin aku. penumpang kapal dp-ku. takut penumpang kapal sih, ogah main tag sana, ehe. horror."
sadness,"iyaaa kaaaann , pesantren kegiatannya berkesan skg esq malam tar pas muhasabah melek sedih kangen orang tua"
anger,"kaum kampret mikirnya kebalik kampret dipohon, wtp 2018? wtp 2017, goblog ditunjukin."
love,aww thank you ainin sayang . amin semoga semoga dipermudahkan i cinta you even more hahahahhaa okey i'll change right now !!! hehehehe thank yiu againss
happy,kemarin liat timeline eskrim kesana kasih eskrim penyelamat yaa pokoknya gt:')
love,"tahan sujud lamaaaaa mengudarakan doa. malam absen bangun malam menggantungkan harapan padanya. rajin puasa menahan nafsu allah sayang. manis ya. sayang sekali,"
happy,"tiba2 berdoa ""ya allah aku/ga tolong tunjukanlah malam juga"" 2 jam allah, mashaallah:"") alhamdulillah:"")"
anger,"salahnya suporter peduli kaum hawa ? fans anda, nge-tweet ini."
anger,bahan diskusi mlht kondisi indonesia bbrapa utamanya..sbg warga negara peduli situasi dirasakn.. mlht latar pdidikn sdri..
anger,"habit mengacak2 kedaulatan nkri, kabur to dibilang rendah hati.?! sudut kecoak2 meli"
love,"kaget sayang lu? wkwk putus yekan? deket lama, tuker pikiran, pendapat tuker perasaan"
fear,nonton azab indosiar tetiba takut nikah. ya gila sih ... asalnya tuh pemeran utama cowoknya shoolih berubah tukang maksiat :((
happy,"kisah blusukan presiden jokowi ikuti beliau masyarakat, menyalami mereka, mendengarkan rasakan, menindaklanjuti terkait, persatu diselesaikan. #jokowisekalilagi"
sadness,"ayah pindah-pindah kota, merantau. pulang makassar, ayah pulang. ketemu, mnlpon mengajak makan bersama, tolak alasan pergi tm"
sadness,"intinya mah lakukan perubahan dunia nyata apapun hasilnya, opini socmed nimbulin pro kontra merubah"
happy,"alhamdulillah puji allah tuhan semesta alam, terimakasih nikmat sehat,rezeki,umur panjang. #happy25 #thanksfam #thanksdear"
love,seluas mengasihimu.. teruntuk dimana ini.. sehat bahagia tuhan..
love,"jago masak, tmn2 suka masakan mama wkwk, pengertian bgt, enak curhat tuh mama, pekaa bgtt anaknya kenapa2, ngekang, jaranggg marahin adik cowok dimarahin wkwk. sayang b"
fear,dengerin kucing ngeong anjing melolong malam-malam ngebayangin 'sesuatu' -_- bikin gaberani bangun
happy,"abis makan bumen, makan sosis aliando bilang kenyang pesan sosis size xl untungnya kosong l. gilasehhhh"
love,10. im yoona cantik buset talented good personality apa??????? kesayanganqu pokoknya cinta mati yoona
sadness,"sayang, rindu. rindu senyummu, rindu mata indahmu, rindu tentangmu, sayang. iya sayang, sayangnya merasakan rindu ini."
